"","YYYYMM","Value","energy_type","sector"
"1625",199303,636.85,"Electrical Energy"," Residential Sector "
"1626",199304,514.384,"Electrical Energy"," Residential Sector "
"1627",199305,509.172,"Electrical Energy"," Residential Sector "
"1628",199306,625.984,"Electrical Energy"," Residential Sector "
"1629",199307,827.601,"Electrical Energy"," Residential Sector "
"1630",199308,814.717,"Electrical Energy"," Residential Sector "
"1631",199309,621.701,"Electrical Energy"," Residential Sector "
"1632",199310,535.936,"Electrical Energy"," Residential Sector "
"1633",199311,566.868,"Electrical Energy"," Residential Sector "
"1634",199312,686.544,"Electrical Energy"," Residential Sector "
"1635",199313,7677.367,"Electrical Energy"," Residential Sector "
"1636",199401,796.963,"Electrical Energy"," Residential Sector "
"1637",199402,625.345,"Electrical Energy"," Residential Sector "
"1638",199403,609.164,"Electrical Energy"," Residential Sector "
"1639",199404,517.654,"Electrical Energy"," Residential Sector "
"1640",199405,536.14,"Electrical Energy"," Residential Sector "
"1641",199406,691.027,"Electrical Energy"," Residential Sector "
"1642",199407,811.878,"Electrical Energy"," Residential Sector "
"1643",199408,760.931,"Electrical Energy"," Residential Sector "
"1644",199409,601.534,"Electrical Energy"," Residential Sector "
"1645",199410,535.136,"Electrical Energy"," Residential Sector "
"1646",199411,544.291,"Electrical Energy"," Residential Sector "
"1647",199412,659.879,"Electrical Energy"," Residential Sector "
"1648",199413,7693.09,"Electrical Energy"," Residential Sector "
"1649",199501,729.313,"Electrical Energy"," Residential Sector "
"1650",199502,610.959,"Electrical Energy"," Residential Sector "
"1651",199503,601.101,"Electrical Energy"," Residential Sector "
"1652",199504,514.256,"Electrical Energy"," Residential Sector "
"1653",199505,561.847,"Electrical Energy"," Residential Sector "
"1654",199506,662.247,"Electrical Energy"," Residential Sector "
"1655",199507,868.313,"Electrical Energy"," Residential Sector "
"1656",199508,940.991,"Electrical Energy"," Residential Sector "
"1657",199509,662.054,"Electrical Energy"," Residential Sector "
"1658",199510,563.815,"Electrical Energy"," Residential Sector "
"1659",199511,589.238,"Electrical Energy"," Residential Sector "
"1660",199512,726.882,"Electrical Energy"," Residential Sector "
"1661",199513,8025.593,"Electrical Energy"," Residential Sector "
"1662",199601,817.05,"Electrical Energy"," Residential Sector "
"1663",199602,689.397,"Electrical Energy"," Residential Sector "
"1664",199603,658.393,"Electrical Energy"," Residential Sector "
"1665",199604,554.673,"Electrical Energy"," Residential Sector "
"1666",199605,622.362,"Electrical Energy"," Residential Sector "
"1667",199606,727.186,"Electrical Energy"," Residential Sector "
"1668",199607,863.33,"Electrical Energy"," Residential Sector "
"1669",199608,840.338,"Electrical Energy"," Residential Sector "
"1670",199609,659.334,"Electrical Energy"," Residential Sector "
"1671",199610,574.509,"Electrical Energy"," Residential Sector "
"1672",199611,609.635,"Electrical Energy"," Residential Sector "
"1673",199612,722.188,"Electrical Energy"," Residential Sector "
"1674",199613,8344.303,"Electrical Energy"," Residential Sector "
"1675",199701,794.836,"Electrical Energy"," Residential Sector "
"1676",199702,619.909,"Electrical Energy"," Residential Sector "
"1677",199703,626.985,"Electrical Energy"," Residential Sector "
"1678",199704,541.043,"Electrical Energy"," Residential Sector "
"1679",199705,570.45,"Electrical Energy"," Residential Sector "
"1680",199706,675.504,"Electrical Energy"," Residential Sector "
"1681",199707,910.39,"Electrical Energy"," Residential Sector "
"1682",199708,853.763,"Electrical Energy"," Residential Sector "
"1683",199709,698.143,"Electrical Energy"," Residential Sector "
"1684",199710,619.611,"Electrical Energy"," Residential Sector "
"1685",199711,605.173,"Electrical Energy"," Residential Sector "
"1686",199712,744.939,"Electrical Energy"," Residential Sector "
"1687",199713,8261.111,"Electrical Energy"," Residential Sector "
"1688",199801,767.46,"Electrical Energy"," Residential Sector "
"1689",199802,608.239,"Electrical Energy"," Residential Sector "
"1690",199803,667.442,"Electrical Energy"," Residential Sector "
"1691",199804,551.354,"Electrical Energy"," Residential Sector "
"1692",199805,651.119,"Electrical Energy"," Residential Sector "
"1693",199806,812.965,"Electrical Energy"," Residential Sector "
"1694",199807,998.829,"Electrical Energy"," Residential Sector "
"1695",199808,950.738,"Electrical Energy"," Residential Sector "
"1696",199809,782.255,"Electrical Energy"," Residential Sector "
"1697",199810,631.406,"Electrical Energy"," Residential Sector "
"1698",199811,557.114,"Electrical Energy"," Residential Sector "
"1699",199812,713.737,"Electrical Energy"," Residential Sector "
"1700",199813,8685.563,"Electrical Energy"," Residential Sector "
"1701",199901,854.828,"Electrical Energy"," Residential Sector "
"1702",199902,647.814,"Electrical Energy"," Residential Sector "
"1703",199903,707.077,"Electrical Energy"," Residential Sector "
"1704",199904,609.077,"Electrical Energy"," Residential Sector "
"1705",199905,645.57,"Electrical Energy"," Residential Sector "
"1706",199906,783.102,"Electrical Energy"," Residential Sector "
"1707",199907,1021.615,"Electrical Energy"," Residential Sector "
"1708",199908,988.528,"Electrical Energy"," Residential Sector "
"1709",199909,727.294,"Electrical Energy"," Residential Sector "
"1710",199910,601.56,"Electrical Energy"," Residential Sector "
"1711",199911,576.851,"Electrical Energy"," Residential Sector "
"1712",199912,716.572,"Electrical Energy"," Residential Sector "
"1713",199913,8875.245,"Electrical Energy"," Residential Sector "
"1714",200001,876.197,"Electrical Energy"," Residential Sector "
"1715",200002,729.523,"Electrical Energy"," Residential Sector "
"1716",200003,678.391,"Electrical Energy"," Residential Sector "
"1717",200004,604.475,"Electrical Energy"," Residential Sector "
"1718",200005,715.061,"Electrical Energy"," Residential Sector "
"1719",200006,826.923,"Electrical Energy"," Residential Sector "
"1720",200007,947.546,"Electrical Energy"," Residential Sector "
"1721",200008,971.375,"Electrical Energy"," Residential Sector "
"1722",200009,745.134,"Electrical Energy"," Residential Sector "
"1723",200010,621.193,"Electrical Energy"," Residential Sector "
"1724",200011,628.17,"Electrical Energy"," Residential Sector "
"1725",200012,845.426,"Electrical Energy"," Residential Sector "
"1726",200013,9196.826,"Electrical Energy"," Residential Sector "
"1727",200101,914.686,"Electrical Energy"," Residential Sector "
"1728",200102,693.28,"Electrical Energy"," Residential Sector "
"1729",200103,711.749,"Electrical Energy"," Residential Sector "
"1730",200104,612.87,"Electrical Energy"," Residential Sector "
"1731",200105,649.483,"Electrical Energy"," Residential Sector "
"1732",200106,784.379,"Electrical Energy"," Residential Sector "
"1733",200107,955.933,"Electrical Energy"," Residential Sector "
"1734",200108,1001.202,"Electrical Energy"," Residential Sector "
"1735",200109,735.834,"Electrical Energy"," Residential Sector "
"1736",200110,638.72,"Electrical Energy"," Residential Sector "
"1737",200111,607.839,"Electrical Energy"," Residential Sector "
"1738",200112,760.545,"Electrical Energy"," Residential Sector "
"1739",200113,9073.944,"Electrical Energy"," Residential Sector "
"1740",200201,864.28,"Electrical Energy"," Residential Sector "
"1741",200202,683.438,"Electrical Energy"," Residential Sector "
"1742",200203,729.594,"Electrical Energy"," Residential Sector "
"1743",200204,651.93,"Electrical Energy"," Residential Sector "
"1744",200205,684.595,"Electrical Energy"," Residential Sector "
"1745",200206,853.376,"Electrical Energy"," Residential Sector "
"1746",200207,1044.425,"Electrical Energy"," Residential Sector "
"1747",200208,1014.228,"Electrical Energy"," Residential Sector "
"1748",200209,823.258,"Electrical Energy"," Residential Sector "
"1749",200210,683.231,"Electrical Energy"," Residential Sector "
"1750",200211,682.004,"Electrical Energy"," Residential Sector "
"1751",200212,845.797,"Electrical Energy"," Residential Sector "
"1752",200213,9562.226,"Electrical Energy"," Residential Sector "
"1753",200301,938.882,"Electrical Energy"," Residential Sector "
"1754",200302,773.633,"Electrical Energy"," Residential Sector "
"1755",200303,738.867,"Electrical Energy"," Residential Sector "
"1756",200304,622.799,"Electrical Energy"," Residential Sector "
"1757",200305,687.375,"Electrical Energy"," Residential Sector "
"1758",200306,784.53,"Electrical Energy"," Residential Sector "
"1759",200307,990.751,"Electrical Energy"," Residential Sector "
"1760",200308,1011.288,"Electrical Energy"," Residential Sector "
"1761",200309,784.435,"Electrical Energy"," Residential Sector "
"1762",200310,659.43,"Electrical Energy"," Residential Sector "
"1763",200311,666.686,"Electrical Energy"," Residential Sector "
"1764",200312,867.931,"Electrical Energy"," Residential Sector "
"1765",200313,9533.862,"Electrical Energy"," Residential Sector "
"1766",200401,959.181,"Electrical Energy"," Residential Sector "
"1767",200402,813.569,"Electrical Energy"," Residential Sector "
"1768",200403,723.545,"Electrical Energy"," Residential Sector "
"1769",200404,619.937,"Electrical Energy"," Residential Sector "
"1770",200405,724.849,"Electrical Energy"," Residential Sector "
"1771",200406,843.777,"Electrical Energy"," Residential Sector "
"1772",200407,984.585,"Electrical Energy"," Residential Sector "
"1773",200408,944.866,"Electrical Energy"," Residential Sector "
"1774",200409,811.602,"Electrical Energy"," Residential Sector "
"1775",200410,692.462,"Electrical Energy"," Residential Sector "
"1776",200411,679.067,"Electrical Energy"," Residential Sector "
"1777",200412,887.242,"Electrical Energy"," Residential Sector "
"1778",200413,9686.569,"Electrical Energy"," Residential Sector "
"1779",200501,942.405,"Electrical Energy"," Residential Sector "
"1780",200502,751.376,"Electrical Energy"," Residential Sector "
"1781",200503,765.282,"Electrical Energy"," Residential Sector "
"1782",200504,626.794,"Electrical Energy"," Residential Sector "
"1783",200505,686.533,"Electrical Energy"," Residential Sector "
"1784",200506,892.119,"Electrical Energy"," Residential Sector "
"1785",200507,1101.889,"Electrical Energy"," Residential Sector "
"1786",200508,1092.989,"Electrical Energy"," Residential Sector "
"1787",200509,875.941,"Electrical Energy"," Residential Sector "
"1788",200510,722.405,"Electrical Energy"," Residential Sector "
"1789",200511,687.92,"Electrical Energy"," Residential Sector "
"1790",200512,928.885,"Electrical Energy"," Residential Sector "
"1791",200513,10074.295,"Electrical Energy"," Residential Sector "
"1792",200601,862.146,"Electrical Energy"," Residential Sector "
"1793",200602,753.213,"Electrical Energy"," Residential Sector "
"1794",200603,758.132,"Electrical Energy"," Residential Sector "
"1795",200604,654.716,"Electrical Energy"," Residential Sector "
"1796",200605,725.656,"Electrical Energy"," Residential Sector "
"1797",200606,894.532,"Electrical Energy"," Residential Sector "
"1798",200607,1113.041,"Electrical Energy"," Residential Sector "
"1799",200608,1093.985,"Electrical Energy"," Residential Sector "
"1800",200609,781.116,"Electrical Energy"," Residential Sector "
"1801",200610,695.563,"Electrical Energy"," Residential Sector "
"1802",200611,704.971,"Electrical Energy"," Residential Sector "
"1803",200612,865.707,"Electrical Energy"," Residential Sector "
"1804",200613,9904.541,"Electrical Energy"," Residential Sector "
"1805",200701,947.666,"Electrical Energy"," Residential Sector "
"1806",200702,851.251,"Electrical Energy"," Residential Sector "
"1807",200703,763.414,"Electrical Energy"," Residential Sector "
"1808",200704,656.808,"Electrical Energy"," Residential Sector "
"1809",200705,726.755,"Electrical Energy"," Residential Sector "
"1810",200706,878.346,"Electrical Energy"," Residential Sector "
"1811",200707,1033.186,"Electrical Energy"," Residential Sector "
"1812",200708,1129.903,"Electrical Energy"," Residential Sector "
"1813",200709,875.634,"Electrical Energy"," Residential Sector "
"1814",200710,729.599,"Electrical Energy"," Residential Sector "
"1815",200711,694.8,"Electrical Energy"," Residential Sector "
"1816",200712,894.474,"Electrical Energy"," Residential Sector "
"1817",200713,10179.859,"Electrical Energy"," Residential Sector "
"1818",200801,973.874,"Electrical Energy"," Residential Sector "
"1819",200802,820.259,"Electrical Energy"," Residential Sector "
"1820",200803,775.227,"Electrical Energy"," Residential Sector "
"1821",200804,664.358,"Electrical Energy"," Residential Sector "
"1822",200805,699.704,"Electrical Energy"," Residential Sector "
"1823",200806,924.508,"Electrical Energy"," Residential Sector "
"1824",200807,1064.526,"Electrical Energy"," Residential Sector "
"1825",200808,1010.943,"Electrical Energy"," Residential Sector "
"1826",200809,797.35,"Electrical Energy"," Residential Sector "
"1827",200810,685.037,"Electrical Energy"," Residential Sector "
"1828",200811,710.326,"Electrical Energy"," Residential Sector "
"1829",200812,942.307,"Electrical Energy"," Residential Sector "
"1830",200813,10068.121,"Electrical Energy"," Residential Sector "
"1831",200901,994.644,"Electrical Energy"," Residential Sector "
"1832",200902,774.376,"Electrical Energy"," Residential Sector "
"1833",200903,757.746,"Electrical Energy"," Residential Sector "
"1834",200904,651.989,"Electrical Energy"," Residential Sector "
"1835",200905,713.283,"Electrical Energy"," Residential Sector "
"1836",200906,867.016,"Electrical Energy"," Residential Sector "
"1837",200907,986.697,"Electrical Energy"," Residential Sector "
"1838",200908,992.438,"Electrical Energy"," Residential Sector "
"1839",200909,767.438,"Electrical Energy"," Residential Sector "
"1840",200910,676.939,"Electrical Energy"," Residential Sector "
"1841",200911,674.722,"Electrical Energy"," Residential Sector "
"1842",200912,931.195,"Electrical Energy"," Residential Sector "
"1843",200913,9788.136,"Electrical Energy"," Residential Sector "
"1844",201001,1044.906,"Electrical Energy"," Residential Sector "
"1845",201002,845.581,"Electrical Energy"," Residential Sector "
"1846",201003,767.994,"Electrical Energy"," Residential Sector "
"1847",201004,607.663,"Electrical Energy"," Residential Sector "
"1848",201005,733.641,"Electrical Energy"," Residential Sector "
"1849",201006,956.074,"Electrical Energy"," Residential Sector "
"1850",201007,1120.883,"Electrical Energy"," Residential Sector "
"1851",201008,1097.221,"Electrical Energy"," Residential Sector "
"1852",201009,831.492,"Electrical Energy"," Residential Sector "
"1853",201010,658.024,"Electrical Energy"," Residential Sector "
"1854",201011,679.625,"Electrical Energy"," Residential Sector "
"1855",201012,977.307,"Electrical Energy"," Residential Sector "
"1856",201013,10321.499,"Electrical Energy"," Residential Sector "
"1857",201101,1014.172,"Electrical Energy"," Residential Sector "
"1858",201102,805.81,"Electrical Energy"," Residential Sector "
"1859",201103,744.225,"Electrical Energy"," Residential Sector "
"1860",201104,665.749,"Electrical Energy"," Residential Sector "
"1861",201105,721.657,"Electrical Energy"," Residential Sector "
"1862",201106,920.293,"Electrical Energy"," Residential Sector "
"1863",201107,1144.798,"Electrical Energy"," Residential Sector "
"1864",201108,1076.61,"Electrical Energy"," Residential Sector "
"1865",201109,797.523,"Electrical Energy"," Residential Sector "
"1866",201110,649.925,"Electrical Energy"," Residential Sector "
"1867",201111,669.534,"Electrical Energy"," Residential Sector "
"1868",201112,841.845,"Electrical Energy"," Residential Sector "
"1869",201113,10054.223,"Electrical Energy"," Residential Sector "
"1870",201201,869.324,"Electrical Energy"," Residential Sector "
"1871",201202,724.438,"Electrical Energy"," Residential Sector "
"1872",201203,672.374,"Electrical Energy"," Residential Sector "
"1873",201204,593.817,"Electrical Energy"," Residential Sector "
"1874",201205,727.849,"Electrical Energy"," Residential Sector "
"1875",201206,868.808,"Electrical Energy"," Residential Sector "
"1876",201207,1105.566,"Electrical Energy"," Residential Sector "
"1877",201208,1008.139,"Electrical Energy"," Residential Sector "
"1878",201209,774.723,"Electrical Energy"," Residential Sector "
"1879",201210,648.005,"Electrical Energy"," Residential Sector "
"1880",201211,679.574,"Electrical Energy"," Residential Sector "
"1881",201212,828.979,"Electrical Energy"," Residential Sector "
"1882",201213,9496.007,"Electrical Energy"," Residential Sector "
"1883",201301,905.195,"Electrical Energy"," Residential Sector "
"1884",201302,745.852,"Electrical Energy"," Residential Sector "
"1885",201303,770.726,"Electrical Energy"," Residential Sector "
"1886",201304,644.044,"Electrical Energy"," Residential Sector "
"1887",201305,675.085,"Electrical Energy"," Residential Sector "
"1888",201306,839.421,"Electrical Energy"," Residential Sector "
"1889",201307,1005.018,"Electrical Energy"," Residential Sector "
"1890",201308,948.916,"Electrical Energy"," Residential Sector "
"1891",201309,792.218,"Electrical Energy"," Residential Sector "
"1892",201310,659.125,"Electrical Energy"," Residential Sector "
"1893",201311,697.31,"Electrical Energy"," Residential Sector "
"1894",201312,921.498,"Electrical Energy"," Residential Sector "
"1895",201313,9603.888,"Electrical Energy"," Residential Sector "
"1896",201401,1036.476,"Electrical Energy"," Residential Sector "
"1897",201402,844.462,"Electrical Energy"," Residential Sector "
"1898",201403,792.618,"Electrical Energy"," Residential Sector "
"1899",201404,616.611,"Electrical Energy"," Residential Sector "
"1900",201405,678.199,"Electrical Energy"," Residential Sector "
"1901",201406,835.716,"Electrical Energy"," Residential Sector "
"1902",201407,954.084,"Electrical Energy"," Residential Sector "
"1903",201408,936.213,"Electrical Energy"," Residential Sector "
"1904",201409,769.24,"Electrical Energy"," Residential Sector "
"1905",201410,640.656,"Electrical Energy"," Residential Sector "
"1906",201411,706.263,"Electrical Energy"," Residential Sector "
"1907",201412,829.588,"Electrical Energy"," Residential Sector "
"1908",201413,9637.902,"Electrical Energy"," Residential Sector "
"1909",201501,932.911,"Electrical Energy"," Residential Sector "
"1910",201502,830.192,"Electrical Energy"," Residential Sector "
"1911",201503,752.283,"Electrical Energy"," Residential Sector "
"1912",201504,583.931,"Electrical Energy"," Residential Sector "
"1913",201505,666.799,"Electrical Energy"," Residential Sector "
"1914",201506,836.271,"Electrical Energy"," Residential Sector "
"1915",201507,1006.973,"Electrical Energy"," Residential Sector "
"1916",201508,965.958,"Electrical Energy"," Residential Sector "
"1917",201509,796.697,"Electrical Energy"," Residential Sector "
"1918",201510,629.551,"Electrical Energy"," Residential Sector "
"1919",201511,621.579,"Electrical Energy"," Residential Sector "
"1920",201512,742.906,"Electrical Energy"," Residential Sector "
"1921",201513,9362.118,"Electrical Energy"," Residential Sector "
"1922",201601,886.423,"Electrical Energy"," Residential Sector "
"1923",201602,733.043,"Electrical Energy"," Residential Sector "
"1924",201603,637.792,"Electrical Energy"," Residential Sector "
"1925",201604,578.503,"Electrical Energy"," Residential Sector "
"1926",201605,643.916,"Electrical Energy"," Residential Sector "
"1927",201606,864.816,"Electrical Energy"," Residential Sector "
"1928",201607,1063.423,"Electrical Energy"," Residential Sector "
"1929",201608,1024.407,"Electrical Energy"," Residential Sector "
"1930",201609,806.079,"Electrical Energy"," Residential Sector "
"1931",201610,648.794,"Electrical Energy"," Residential Sector "
"1932",201611,608.923,"Electrical Energy"," Residential Sector "
"1933",201612,845.012,"Electrical Energy"," Residential Sector "
"1934",201613,9334.282,"Electrical Energy"," Residential Sector "
"1935",201701,863.27,"Electrical Energy"," Residential Sector "
"1936",201702,642.801,"Electrical Energy"," Residential Sector "
"1937",201703,689.833,"Electrical Energy"," Residential Sector "
"1938",201704,591.466,"Electrical Energy"," Residential Sector "
"1939",201705,667.848,"Electrical Energy"," Residential Sector "
"1940",201706,815.685,"Electrical Energy"," Residential Sector "
"1941",201707,1006.73,"Electrical Energy"," Residential Sector "
"1942",201708,908.686,"Electrical Energy"," Residential Sector "
"1943",201709,742.224,"Electrical Energy"," Residential Sector "
"1944",201710,659.945,"Electrical Energy"," Residential Sector "
"1945",201711,654.631,"Electrical Energy"," Residential Sector "
"1946",201712,844.683,"Electrical Energy"," Residential Sector "
"1947",201713,9085.322,"Electrical Energy"," Residential Sector "
"1948",201801,981.697,"Electrical Energy"," Residential Sector "
"1949",201802,704.248,"Electrical Energy"," Residential Sector "
"1950",201803,692.709,"Electrical Energy"," Residential Sector "
"1951",201804,612.972,"Electrical Energy"," Residential Sector "
"1952",201805,711.614,"Electrical Energy"," Residential Sector "
"1953",201806,864.414,"Electrical Energy"," Residential Sector "
"1954",201807,1014.593,"Electrical Energy"," Residential Sector "
"1955",201808,973.776,"Electrical Energy"," Residential Sector "
"1956",201809,796.753,"Electrical Energy"," Residential Sector "
"1957",201810,654.158,"Electrical Energy"," Residential Sector "
"1958",201811,698.157,"Electrical Energy"," Residential Sector "
"1959",201812,813.839,"Electrical Energy"," Residential Sector "
"1960",201813,9518.585,"Electrical Energy"," Residential Sector "
"1961",201901,867.121,"Electrical Energy"," Residential Sector "
"1962",201902,723.704,"Electrical Energy"," Residential Sector "
"1963",201903,712.771,"Electrical Energy"," Residential Sector "
"1964",201904,568.261,"Electrical Energy"," Residential Sector "
"1965",201905,662.919,"Electrical Energy"," Residential Sector "
"1966",201906,776.004,"Electrical Energy"," Residential Sector "
"1967",201907,979.214,"Electrical Energy"," Residential Sector "
"1968",201908,935.547,"Electrical Energy"," Residential Sector "
"1969",201909,794.289,"Electrical Energy"," Residential Sector "
"1970",201910,629.929,"Electrical Energy"," Residential Sector "
"1971",201911,662.167,"Electrical Energy"," Residential Sector "
"1972",201912,762.02,"Electrical Energy"," Residential Sector "
"1973",201913,9074.204,"Electrical Energy"," Residential Sector "
"1974",202001,768.655,"Electrical Energy"," Residential Sector "
"1975",202002,689.048,"Electrical Energy"," Residential Sector "
"1976",202003,627.285,"Electrical Energy"," Residential Sector "
"1977",202004,585.912,"Electrical Energy"," Residential Sector "
"1978",202005,681.726,"Electrical Energy"," Residential Sector "
"1979",202006,839.679,"Electrical Energy"," Residential Sector "
"1980",202007,1043.503,"Electrical Energy"," Residential Sector "
"1981",202008,993.034,"Electrical Energy"," Residential Sector "
"1982",202009,740.363,"Electrical Energy"," Residential Sector "
"1983",202010,630.454,"Electrical Energy"," Residential Sector "
"1984",202011,624.873,"Electrical Energy"," Residential Sector "
"1985",202012,815.97,"Electrical Energy"," Residential Sector "
"1986",202013,9033.696,"Electrical Energy"," Residential Sector "
"1987",202101,869.628,"Electrical Energy"," Residential Sector "
"1988",202102,816.806,"Electrical Energy"," Residential Sector "
"1989",202103,698.317,"Electrical Energy"," Residential Sector "
"1990",202104,576.833,"Electrical Energy"," Residential Sector "
"1991",202105,654.967,"Electrical Energy"," Residential Sector "
"1992",202106,862.206,"Electrical Energy"," Residential Sector "
"1993",202107,981.745,"Electrical Energy"," Residential Sector "
"1994",202108,998.912,"Electrical Energy"," Residential Sector "
"1995",202109,773.356,"Electrical Energy"," Residential Sector "
"1996",202110,626.864,"Electrical Energy"," Residential Sector "
"1997",202111,647.548,"Electrical Energy"," Residential Sector "
"1998",202112,757.86,"Electrical Energy"," Residential Sector "
"1999",202113,9260.652,"Electrical Energy"," Residential Sector "
"2000",202201,941.407,"Electrical Energy"," Residential Sector "
"2001",202202,785.627,"Electrical Energy"," Residential Sector "
"2002",202203,688.144,"Electrical Energy"," Residential Sector "
"2003",202204,600.856,"Electrical Energy"," Residential Sector "
"2004",202205,724.006,"Electrical Energy"," Residential Sector "
"2005",202206,883.219,"Electrical Energy"," Residential Sector "
"2006",202207,1056.278,"Electrical Energy"," Residential Sector "
"2007",202208,980.814,"Electrical Energy"," Residential Sector "
"2008",194913,5599.404,"Total","Residential"
"2009",195013,5988.744,"Total","Residential"
"2010",195113,6380.397,"Total","Residential"
"2011",195213,6560.456,"Total","Residential"
"2012",195313,6558.982,"Total","Residential"
"2013",195413,6846.306,"Total","Residential"
"2014",195513,7278.249,"Total","Residential"
"2015",195613,7663.006,"Total","Residential"
"2016",195713,7712.289,"Total","Residential"
"2017",195813,8200.985,"Total","Residential"
"2018",195913,8412.235,"Total","Residential"
"2019",196013,9039.816,"Total","Residential"
"2020",196113,9286.431,"Total","Residential"
"2021",196213,9782.865,"Total","Residential"
"2022",196313,9988.955,"Total","Residential"
"2023",196413,10241.058,"Total","Residential"
"2024",196513,10639.89,"Total","Residential"
"2025",196613,11169.166,"Total","Residential"
"2026",196713,11639.868,"Total","Residential"
"2027",196813,12336.928,"Total","Residential"
"2028",196913,13169.881,"Total","Residential"
"2029",197013,13766.472,"Total","Residential"
"2030",197113,14246.925,"Total","Residential"
"2031",197213,14857.828,"Total","Residential"
"2032",197301,1957.641,"Total","Residential"
"2033",197302,1712.143,"Total","Residential"
"2034",197303,1510.079,"Total","Residential"
"2035",197304,1183.421,"Total","Residential"
"2036",197305,1006.326,"Total","Residential"
"2037",197306,914.949,"Total","Residential"
"2038",197307,961.872,"Total","Residential"
"2039",197308,994.259,"Total","Residential"
"2040",197309,937.083,"Total","Residential"
"2041",197310,978.162,"Total","Residential"
"2042",197311,1202.105,"Total","Residential"
"2043",197312,1538.568,"Total","Residential"
"2044",197313,14898.094,"Total","Residential"
"2045",197401,1846.93,"Total","Residential"
"2046",197402,1589.448,"Total","Residential"
"2047",197403,1451.073,"Total","Residential"
"2048",197404,1215.228,"Total","Residential"
"2049",197405,1003.821,"Total","Residential"
"2050",197406,916.835,"Total","Residential"
"2051",197407,992.665,"Total","Residential"
"2052",197408,966.36,"Total","Residential"
"2053",197409,901.7,"Total","Residential"
"2054",197410,992.604,"Total","Residential"
"2055",197411,1148.216,"Total","Residential"
"2056",197412,1629.89,"Total","Residential"
"2057",197413,14655.022,"Total","Residential"
"2058",197501,1778.493,"Total","Residential"
"2059",197502,1639.284,"Total","Residential"
"2060",197503,1559.255,"Total","Residential"
"2061",197504,1376.209,"Total","Residential"
"2062",197505,1026.718,"Total","Residential"
"2063",197506,923.084,"Total","Residential"
"2064",197507,980.968,"Total","Residential"
"2065",197508,989.911,"Total","Residential"
"2066",197509,910.485,"Total","Residential"
"2067",197510,941.869,"Total","Residential"
"2068",197511,1069.879,"Total","Residential"
"2069",197512,1615.313,"Total","Residential"
"2070",197513,14814.067,"Total","Residential"
"2071",197601,2013.137,"Total","Residential"
"2072",197602,1687.801,"Total","Residential"
"2073",197603,1448.084,"Total","Residential"
"2074",197604,1164.986,"Total","Residential"
"2075",197605,1002.273,"Total","Residential"
"2076",197606,947.705,"Total","Residential"
"2077",197607,988.055,"Total","Residential"
"2078",197608,981.429,"Total","Residential"
"2079",197609,906.46,"Total","Residential"
"2080",197610,1000.607,"Total","Residential"
"2081",197611,1382.482,"Total","Residential"
"2082",197612,1885.262,"Total","Residential"
"2083",197613,15410.953,"Total","Residential"
"2084",197701,2280.626,"Total","Residential"
"2085",197702,1884.389,"Total","Residential"
"2086",197703,1453.045,"Total","Residential"
"2087",197704,1130.683,"Total","Residential"
"2088",197705,967.509,"Total","Residential"
"2089",197706,952.115,"Total","Residential"
"2090",197707,1065.61,"Total","Residential"
"2091",197708,1045.62,"Total","Residential"
"2092",197709,957.999,"Total","Residential"
"2093",197710,1012.345,"Total","Residential"
"2094",197711,1177.765,"Total","Residential"
"2095",197712,1730.504,"Total","Residential"
"2096",197713,15662.391,"Total","Residential"
"2097",197801,2027.305,"Total","Residential"
"2098",197802,1951.199,"Total","Residential"
"2099",197803,1712.875,"Total","Residential"
"2100",197804,1210.914,"Total","Residential"
"2101",197805,1071.934,"Total","Residential"
"2102",197806,990.484,"Total","Residential"
"2103",197807,1072.906,"Total","Residential"
"2104",197808,1101.275,"Total","Residential"
"2105",197809,1016.781,"Total","Residential"
"2106",197810,1039.957,"Total","Residential"
"2107",197811,1225.672,"Total","Residential"
"2108",197812,1707.223,"Total","Residential"
"2109",197813,16132.944,"Total","Residential"
"2110",197901,2108.841,"Total","Residential"
"2111",197902,2007.392,"Total","Residential"
"2112",197903,1615.631,"Total","Residential"
"2113",197904,1242.639,"Total","Residential"
"2114",197905,1023.883,"Total","Residential"
"2115",197906,946.094,"Total","Residential"
"2116",197907,1024.767,"Total","Residential"
"2117",197908,1072.946,"Total","Residential"
"2118",197909,961.867,"Total","Residential"
"2119",197910,1009.412,"Total","Residential"
"2120",197911,1209.48,"Total","Residential"
"2121",197912,1588.171,"Total","Residential"
"2122",197913,15813.167,"Total","Residential"
"2123",198001,1838.468,"Total","Residential"
"2124",198002,1793.352,"Total","Residential"
"2125",198003,1615.14,"Total","Residential"
"2126",198004,1212.227,"Total","Residential"
"2127",198005,1008.788,"Total","Residential"
"2128",198006,993.775,"Total","Residential"
"2129",198007,1152.33,"Total","Residential"
"2130",198008,1157.857,"Total","Residential"
"2131",198009,1029.125,"Total","Residential"
"2132",198010,1038.329,"Total","Residential"
"2133",198011,1232.913,"Total","Residential"
"2134",198012,1680.995,"Total","Residential"
"2135",198013,15753.786,"Total","Residential"
"2136",198101,2032.325,"Total","Residential"
"2137",198102,1693.078,"Total","Residential"
"2138",198103,1449.833,"Total","Residential"
"2139",198104,1107.16,"Total","Residential"
"2140",198105,990.873,"Total","Residential"
"2141",198106,999.215,"Total","Residential"
"2142",198107,1113.688,"Total","Residential"
