"","YYYYMM","Value","energy_type","sector"
"7392",197309,2680.553,"Total","Industrial"
"7393",197310,2924.536,"Total","Industrial"
"7394",197311,2930.543,"Total","Industrial"
"7395",197312,2890.319,"Total","Industrial"
"7396",197313,32590.859,"Total","Industrial"
"7397",197401,2574.742,"Total","Industrial"
"7398",197402,2472.797,"Total","Industrial"
"7399",197403,2571.881,"Total","Industrial"
"7400",197404,2424.483,"Total","Industrial"
"7401",197405,2614.458,"Total","Industrial"
"7402",197406,2544.9,"Total","Industrial"
"7403",197407,2706.866,"Total","Industrial"
"7404",197408,2755.266,"Total","Industrial"
"7405",197409,2708.699,"Total","Industrial"
"7406",197410,2912.482,"Total","Industrial"
"7407",197411,2799.503,"Total","Industrial"
"7408",197412,2665.457,"Total","Industrial"
"7409",197413,31753.219,"Total","Industrial"
"7410",197501,2739.496,"Total","Industrial"
"7411",197502,2246.301,"Total","Industrial"
"7412",197503,2413.811,"Total","Industrial"
"7413",197504,2090.119,"Total","Industrial"
"7414",197505,2224.513,"Total","Industrial"
"7415",197506,2296.922,"Total","Industrial"
"7416",197507,2411.464,"Total","Industrial"
"7417",197508,2474.895,"Total","Industrial"
"7418",197509,2437.821,"Total","Industrial"
"7419",197510,2705.585,"Total","Industrial"
"7420",197511,2595.901,"Total","Industrial"
"7421",197512,2742.999,"Total","Industrial"
"7422",197513,29378.584,"Total","Industrial"
"7423",197601,2639.763,"Total","Industrial"
"7424",197602,2310.618,"Total","Industrial"
"7425",197603,2444.372,"Total","Industrial"
"7426",197604,2353.64,"Total","Industrial"
"7427",197605,2511.468,"Total","Industrial"
"7428",197606,2540.877,"Total","Industrial"
"7429",197607,2639.456,"Total","Industrial"
"7430",197608,2642.924,"Total","Industrial"
"7431",197609,2567.283,"Total","Industrial"
"7432",197610,2909.584,"Total","Industrial"
"7433",197611,2845.049,"Total","Industrial"
"7434",197612,2952.28,"Total","Industrial"
"7435",197613,31356.092,"Total","Industrial"
"7436",197701,2755.11,"Total","Industrial"
"7437",197702,2221.88,"Total","Industrial"
"7438",197703,2583.711,"Total","Industrial"
"7439",197704,2459.685,"Total","Industrial"
"7440",197705,2678.753,"Total","Industrial"
"7441",197706,2716.92,"Total","Industrial"
"7442",197707,2673.819,"Total","Industrial"
"7443",197708,2764.415,"Total","Industrial"
"7444",197709,2751.132,"Total","Industrial"
"7445",197710,2854.379,"Total","Industrial"
"7446",197711,2846.113,"Total","Industrial"
"7447",197712,2917.656,"Total","Industrial"
"7448",197713,32220.752,"Total","Industrial"
"7449",197801,2903.595,"Total","Industrial"
"7450",197802,2430.987,"Total","Industrial"
"7451",197803,2471.404,"Total","Industrial"
"7452",197804,2511.101,"Total","Industrial"
"7453",197805,2718.136,"Total","Industrial"
"7454",197806,2655.46,"Total","Industrial"
"7455",197807,2752.005,"Total","Industrial"
"7456",197808,2786.637,"Total","Industrial"
"7457",197809,2669.511,"Total","Industrial"
"7458",197810,2890.12,"Total","Industrial"
"7459",197811,2897.358,"Total","Industrial"
"7460",197812,2960.186,"Total","Industrial"
"7461",197813,32642.955,"Total","Industrial"
"7462",197901,3020.059,"Total","Industrial"
"7463",197902,2576.688,"Total","Industrial"
"7464",197903,2704.553,"Total","Industrial"
"7465",197904,2565.148,"Total","Industrial"
"7466",197905,2819.23,"Total","Industrial"
"7467",197906,2771.051,"Total","Industrial"
"7468",197907,2809.363,"Total","Industrial"
"7469",197908,2885.739,"Total","Industrial"
"7470",197909,2735.431,"Total","Industrial"
"7471",197910,3018.285,"Total","Industrial"
"7472",197911,2966.065,"Total","Industrial"
"7473",197912,3007.013,"Total","Industrial"
"7474",197913,33877.614,"Total","Industrial"
"7475",198001,2941.961,"Total","Industrial"
"7476",198002,2639.19,"Total","Industrial"
"7477",198003,2731.743,"Total","Industrial"
"7478",198004,2475.87,"Total","Industrial"
"7479",198005,2599.324,"Total","Industrial"
"7480",198006,2524.036,"Total","Industrial"
"7481",198007,2512.059,"Total","Industrial"
"7482",198008,2495.21,"Total","Industrial"
"7483",198009,2589.011,"Total","Industrial"
"7484",198010,2814.793,"Total","Industrial"
"7485",198011,2762.624,"Total","Industrial"
"7486",198012,2903.813,"Total","Industrial"
"7487",198013,31993.888,"Total","Industrial"
"7488",198101,2705.761,"Total","Industrial"
"7489",198102,2279.276,"Total","Industrial"
"7490",198103,2586.1,"Total","Industrial"
"7491",198104,2396.553,"Total","Industrial"
"7492",198105,2559.599,"Total","Industrial"
"7493",198106,2538.755,"Total","Industrial"
"7494",198107,2587.186,"Total","Industrial"
"7495",198108,2583.022,"Total","Industrial"
"7496",198109,2527.045,"Total","Industrial"
"7497",198110,2665.403,"Total","Industrial"
"7498",198111,2532.756,"Total","Industrial"
"7499",198112,2702.091,"Total","Industrial"
"7500",198113,30662.882,"Total","Industrial"
"7501",198201,2601.736,"Total","Industrial"
"7502",198202,2163.443,"Total","Industrial"
"7503",198203,2370.606,"Total","Industrial"
"7504",198204,2217.476,"Total","Industrial"
"7505",198205,2212.037,"Total","Industrial"
"7506",198206,2235.561,"Total","Industrial"
"7507",198207,2287.066,"Total","Industrial"
"7508",198208,2304.191,"Total","Industrial"
"7509",198209,2187.465,"Total","Industrial"
"7510",198210,2362.682,"Total","Industrial"
"7511",198211,2355.552,"Total","Industrial"
"7512",198212,2264.071,"Total","Industrial"
"7513",198213,27561.25,"Total","Industrial"
"7514",198301,2287.913,"Total","Industrial"
"7515",198302,2105.315,"Total","Industrial"
"7516",198303,2261.069,"Total","Industrial"
"7517",198304,2175.624,"Total","Industrial"
"7518",198305,2261.663,"Total","Industrial"
"7519",198306,2268.387,"Total","Industrial"
"7520",198307,2312.825,"Total","Industrial"
"7521",198308,2364.524,"Total","Industrial"
"7522",198309,2252.147,"Total","Industrial"
"7523",198310,2312.786,"Total","Industrial"
"7524",198311,2351.975,"Total","Industrial"
"7525",198312,2419.813,"Total","Industrial"
"7526",198313,27372.147,"Total","Industrial"
"7527",198401,2619.326,"Total","Industrial"
"7528",198402,2402.98,"Total","Industrial"
"7529",198403,2550.795,"Total","Industrial"
"7530",198404,2452.014,"Total","Industrial"
"7531",198405,2519.525,"Total","Industrial"
"7532",198406,2461.144,"Total","Industrial"
"7533",198407,2458.263,"Total","Industrial"
"7534",198408,2526.047,"Total","Industrial"
"7535",198409,2319.194,"Total","Industrial"
"7536",198410,2444.541,"Total","Industrial"
"7537",198411,2367.155,"Total","Industrial"
"7538",198412,2391.427,"Total","Industrial"
"7539",198413,29509.205,"Total","Industrial"
"7540",198501,2561.476,"Total","Industrial"
"7541",198502,2316.556,"Total","Industrial"
"7542",198503,2381.377,"Total","Industrial"
"7543",198504,2350.639,"Total","Industrial"
"7544",198505,2430.975,"Total","Industrial"
"7545",198506,2357.514,"Total","Industrial"
"7546",198507,2418.675,"Total","Industrial"
"7547",198508,2434.823,"Total","Industrial"
"7548",198509,2273.131,"Total","Industrial"
"7549",198510,2407.266,"Total","Industrial"
"7550",198511,2319.316,"Total","Industrial"
"7551",198512,2502.868,"Total","Industrial"
"7552",198513,28757.792,"Total","Industrial"
"7553",198601,2528.737,"Total","Industrial"
"7554",198602,2327.281,"Total","Industrial"
"7555",198603,2467.389,"Total","Industrial"
"7556",198604,2338.349,"Total","Industrial"
"7557",198605,2420.792,"Total","Industrial"
"7558",198606,2330.215,"Total","Industrial"
"7559",198607,2320.755,"Total","Industrial"
"7560",198608,2301.79,"Total","Industrial"
"7561",198609,2243.006,"Total","Industrial"
"7562",198610,2311.108,"Total","Industrial"
"7563",198611,2254.3,"Total","Industrial"
"7564",198612,2381.658,"Total","Industrial"
"7565",198613,28225.642,"Total","Industrial"
"7566",198701,2587.993,"Total","Industrial"
"7567",198702,2326.193,"Total","Industrial"
"7568",198703,2371.721,"Total","Industrial"
"7569",198704,2370.677,"Total","Industrial"
"7570",198705,2398.593,"Total","Industrial"
"7571",198706,2443.19,"Total","Industrial"
"7572",198707,2504.738,"Total","Industrial"
"7573",198708,2461.615,"Total","Industrial"
"7574",198709,2395.023,"Total","Industrial"
"7575",198710,2483.317,"Total","Industrial"
"7576",198711,2406.779,"Total","Industrial"
"7577",198712,2580.533,"Total","Industrial"
"7578",198713,29332.93,"Total","Industrial"
"7579",198801,2540.973,"Total","Industrial"
"7580",198802,2481.164,"Total","Industrial"
"7581",198803,2629.022,"Total","Industrial"
"7582",198804,2393.686,"Total","Industrial"
"7583",198805,2521.339,"Total","Industrial"
"7584",198806,2537.406,"Total","Industrial"
"7585",198807,2537.947,"Total","Industrial"
"7586",198808,2664.51,"Total","Industrial"
"7587",198809,2494.147,"Total","Industrial"
"7588",198810,2618.339,"Total","Industrial"
"7589",198811,2550.398,"Total","Industrial"
"7590",198812,2656.126,"Total","Industrial"
"7591",198813,30627.588,"Total","Industrial"
"7592",198901,2596.721,"Total","Industrial"
"7593",198902,2463.427,"Total","Industrial"
"7594",198903,2644.587,"Total","Industrial"
"7595",198904,2504.107,"Total","Industrial"
"7596",198905,2592.655,"Total","Industrial"
"7597",198906,2606.332,"Total","Industrial"
"7598",198907,2601.223,"Total","Industrial"
"7599",198908,2688.323,"Total","Industrial"
"7600",198909,2539.88,"Total","Industrial"
"7601",198910,2687.415,"Total","Industrial"
"7602",198911,2628.767,"Total","Industrial"
"7603",198912,2727.329,"Total","Industrial"
"7604",198913,31282.554,"Total","Industrial"
"7605",199001,2629.963,"Total","Industrial"
"7606",199002,2449.841,"Total","Industrial"
"7607",199003,2660.766,"Total","Industrial"
"7608",199004,2610.548,"Total","Industrial"
"7609",199005,2669.053,"Total","Industrial"
"7610",199006,2641.86,"Total","Industrial"
"7611",199007,2682.016,"Total","Industrial"
"7612",199008,2820.773,"Total","Industrial"
"7613",199009,2618.941,"Total","Industrial"
"7614",199010,2732.225,"Total","Industrial"
"7615",199011,2584.458,"Total","Industrial"
"7616",199012,2653.694,"Total","Industrial"
"7617",199013,31750.254,"Total","Industrial"
"7618",199101,2724.004,"Total","Industrial"
"7619",199102,2348.635,"Total","Industrial"
"7620",199103,2506.803,"Total","Industrial"
"7621",199104,2451.554,"Total","Industrial"
"7622",199105,2573.632,"Total","Industrial"
"7623",199106,2554.854,"Total","Industrial"
"7624",199107,2670.511,"Total","Industrial"
"7625",199108,2731.915,"Total","Industrial"
"7626",199109,2675.859,"Total","Industrial"
"7627",199110,2755.612,"Total","Industrial"
"7628",199111,2654.05,"Total","Industrial"
"7629",199112,2693.798,"Total","Industrial"
"7630",199113,31342.899,"Total","Industrial"
"7631",199201,2757.232,"Total","Industrial"
"7632",199202,2531.194,"Total","Industrial"
"7633",199203,2697.63,"Total","Industrial"
"7634",199204,2592.734,"Total","Industrial"
"7635",199205,2650.686,"Total","Industrial"
"7636",199206,2717.348,"Total","Industrial"
"7637",199207,2801.963,"Total","Industrial"
"7638",199208,2779.108,"Total","Industrial"
"7639",199209,2676.318,"Total","Industrial"
"7640",199210,2781.338,"Total","Industrial"
"7641",199211,2746.24,"Total","Industrial"
"7642",199212,2779.402,"Total","Industrial"
"7643",199213,32514.205,"Total","Industrial"
"7644",199301,2674.643,"Total","Industrial"
"7645",199302,2565.503,"Total","Industrial"
"7646",199303,2776.096,"Total","Industrial"
"7647",199304,2585.263,"Total","Industrial"
"7648",199305,2594.732,"Total","Industrial"
"7649",199306,2688.549,"Total","Industrial"
"7650",199307,2750.224,"Total","Industrial"
"7651",199308,2790.071,"Total","Industrial"
"7652",199309,2684.913,"Total","Industrial"
"7653",199310,2838.689,"Total","Industrial"
"7654",199311,2804.626,"Total","Industrial"
"7655",199312,2804.484,"Total","Industrial"
"7656",199313,32560.473,"Total","Industrial"
"7657",199401,2898.381,"Total","Industrial"
"7658",199402,2652.545,"Total","Industrial"
"7659",199403,2757.233,"Total","Industrial"
"7660",199404,2674.68,"Total","Industrial"
"7661",199405,2709.351,"Total","Industrial"
"7662",199406,2793.245,"Total","Industrial"
"7663",199407,2808.71,"Total","Industrial"
"7664",199408,2884.969,"Total","Industrial"
"7665",199409,2773.67,"Total","Industrial"
"7666",199410,2873.313,"Total","Industrial"
"7667",199411,2775.461,"Total","Industrial"
"7668",199412,2861.4,"Total","Industrial"
"7669",199413,33463.403,"Total","Industrial"
"7670",199501,2801.028,"Total","Industrial"
"7671",199502,2628.712,"Total","Industrial"
"7672",199503,2788.733,"Total","Industrial"
"7673",199504,2731.582,"Total","Industrial"
"7674",199505,2825.766,"Total","Industrial"
"7675",199506,2818.142,"Total","Industrial"
"7676",199507,2901.384,"Total","Industrial"
"7677",199508,2993.06,"Total","Industrial"
"7678",199509,2812.553,"Total","Industrial"
"7679",199510,2884.406,"Total","Industrial"
"7680",199511,2822.184,"Total","Industrial"
"7681",199512,2894.809,"Total","Industrial"
"7682",199513,33909.776,"Total","Industrial"
"7683",199601,2911.467,"Total","Industrial"
"7684",199602,2728.196,"Total","Industrial"
"7685",199603,2921.538,"Total","Industrial"
"7686",199604,2739.607,"Total","Industrial"
"7687",199605,2900.892,"Total","Industrial"
"7688",199606,2917.044,"Total","Industrial"
"7689",199607,2942.363,"Total","Industrial"
"7690",199608,3018.241,"Total","Industrial"
"7691",199609,2823.283,"Total","Industrial"
"7692",199610,3081.655,"Total","Industrial"
"7693",199611,2932.822,"Total","Industrial"
"7694",199612,2921.667,"Total","Industrial"
"7695",199613,34837.776,"Total","Industrial"
"7696",199701,2976.916,"Total","Industrial"
"7697",199702,2689.962,"Total","Industrial"
"7698",199703,2887.992,"Total","Industrial"
"7699",199704,2870.014,"Total","Industrial"
"7700",199705,2938.076,"Total","Industrial"
"7701",199706,2919.577,"Total","Industrial"
"7702",199707,3012.638,"Total","Industrial"
"7703",199708,3022.276,"Total","Industrial"
"7704",199709,2900.631,"Total","Industrial"
"7705",199710,3035.067,"Total","Industrial"
"7706",199711,2887.749,"Total","Industrial"
"7707",199712,2990.55,"Total","Industrial"
"7708",199713,35135.437,"Total","Industrial"
"7709",199801,2918.747,"Total","Industrial"
"7710",199802,2674.335,"Total","Industrial"
"7711",199803,2889.11,"Total","Industrial"
"7712",199804,2805.651,"Total","Industrial"
"7713",199805,2936.863,"Total","Industrial"
"7714",199806,2875.347,"Total","Industrial"
"7715",199807,2991.958,"Total","Industrial"
"7716",199808,3050.858,"Total","Industrial"
"7717",199809,2876.425,"Total","Industrial"
"7718",199810,2941.241,"Total","Industrial"
"7719",199811,2816.951,"Total","Industrial"
"7720",199812,2993.989,"Total","Industrial"
"7721",199813,34780.141,"Total","Industrial"
"7722",199901,2865.326,"Total","Industrial"
"7723",199902,2635.68,"Total","Industrial"
"7724",199903,2851.383,"Total","Industrial"
"7725",199904,2813.831,"Total","Industrial"
"7726",199905,2884.024,"Total","Industrial"
"7727",199906,2909.617,"Total","Industrial"
"7728",199907,2982.953,"Total","Industrial"
"7729",199908,3061.849,"Total","Industrial"
"7730",199909,2930.068,"Total","Industrial"
"7731",199910,2944.553,"Total","Industrial"
"7732",199911,2868.974,"Total","Industrial"
"7733",199912,2939.893,"Total","Industrial"
"7734",199913,34693.051,"Total","Industrial"
"7735",200001,2866.934,"Total","Industrial"
"7736",200002,2774.128,"Total","Industrial"
"7737",200003,2912.437,"Total","Industrial"
"7738",200004,2774.284,"Total","Industrial"
"7739",200005,3018.807,"Total","Industrial"
"7740",200006,2936.357,"Total","Industrial"
"7741",200007,2896.627,"Total","Industrial"
