,text,clean_text,neg,neu,pos,compound
105,"@BNB_Tracker 📣🥳We are proud to announce a new token is born... CasolCoin is a community token that aims to change our energy consumption. Presale is coming soon...⏱️
#saveEarth

Website: https://t.co/sNBaVXjLUy",bnbtracker proud announce new token bear casolcoin community token aim change energy consumption presale come soon saveearth website,0.055,0.703,0.242,0.9998
106,"@yuugiriawano 📣🥳We are proud to announce a new token is born... CasolCoin is a community token that aims to change our energy consumption. Presale is coming soon...⏱️
#saveEarth

Website: https://t.co/sNBaVXjLUy",yuugiriawano proud announce new token bear casolcoin community token aim change energy consumption presale come soon saveearth website,0.055,0.703,0.242,0.9998
107,"@coinok 📣🥳We are proud to announce a new token is born... CasolCoin is a community token that aims to change our energy consumption. Presale is coming soon...⏱️
#saveEarth

Website: https://t.co/sNBaVXAOWy",coinok proud announce new token bear casolcoin community token aim change energy consumption presale come soon saveearth website,0.054,0.704,0.242,0.9998
108,"Nowadays, blockchains are still undergoing significant upgrades.. for example? Cut energy consumption by consuming 99% less energy! 🍀

The future of Blockchain will see more functionality, lower costs, and more mainstream applications 🔜 https://t.co/vPieKM1OWJ",nowadays blockchain undergo significant upgrade example cut energy consumption consume energy future blockchain functionality low cost mainstream application,0.056,0.702,0.242,0.9998
109,"Incorporating functional fitness into your regime can increase quality of your life💪🏻
Join @CoachMitushi at #FitIndiaActiveSunday on Saturday 8:30 am to:
⭐Enhance movement efficiency
⭐Increase muscle coordination
⭐Develop postural strength &amp; control
⭐Reduce energy consumption https://t.co/BfIVmryAuf",incorporate functional fitness regime increase quality life join coachmitushi fitindiaactivesunday saturday enhance movement efficiency increase muscle coordination develop postural strength control reduce energy consumption,0.055,0.699,0.246,0.9998
110,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.054,0.7,0.246,0.9998
111,New US bill demands Bitcoin miners declare energy consumption https://t.co/7bRPj0mdFV,new bill demand bitcoin miner declare energy consumption,0.055,0.7,0.245,0.9998
112,New US bill demands Bitcoin miners declare energy consumption https://t.co/kdGiFpu1t2,new bill demand bitcoin miner declare energy consumption,0.055,0.699,0.245,0.9998
113,"@JustCanadian7 @RobCairns10 @LouisGeorgeVonB @jasonhickel 2021 primary energy consumption 175,000 TWhr

1.75 x 10^17 Whr

3600 sec/hr

6.3 x 10^20 J primary consumption per year

2/",justcanadian robcairns louisgeorgevonb jasonhickel primary energy consumption twhr x ^ whr sec hr x ^ j primary consumption year,0.055,0.7,0.245,0.9998
114,RT @TimModise: Ministers and #Eskom board members have free generators at their homes? #Loadshedding stage 6 for us all. Unreal 😩 No wonder…,rt timmodise ministers eskom board member free generator home loadshedde stage unreal wonder,0.055,0.701,0.244,0.9999
115,"Ankara has been expanding gas pipelines for a long time.
But not for domestic consumption, but with the aim of becoming an energy hub and transferring gas to other countries.
#Energy
#Turkey
#Russia
#Gas",ankara expand gas pipeline long time domestic consumption aim energy hub transfer gas country energy turkey russia gas,0.054,0.701,0.245,0.9999
116,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.054,0.702,0.244,0.9999
117,"@JohnStossel You say it as if the only action being asked for is us to drive electric cars... Climate activists are working towards:
- greener energy generation 
- less consumption
- reduce flying - invest in mass public transportation
- reduce meat consumption
It's not happening in isolation",johnstossel action ask drive electric car climate activist work greener energy generation consumption reduce fly invest mass public transportation reduce meat consumption happen isolation,0.054,0.703,0.242,0.9999
118,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.054,0.704,0.242,0.9999
119,@stmiteva energy consumption and loss of precious time in their lives! what do they think they will achieve with this?,stmiteva energy consumption loss precious time life think achieve,0.055,0.702,0.243,0.9999
120,RT @AltcoinDailyio: The same people who FUD #Bitcoin energy consumption do THIS 👇🎄 https://t.co/X9yG7YFs6I,rt altcoindailyio people fud bitcoin energy consumption,0.055,0.702,0.243,0.9999
121,"RT @arduino: Monitor your energy consumption through the Arduino IoT Cloud using a MKR WiFi 1010, a MKR 485 Shield, and a Modbus-compatible…",rt arduino monitor energy consumption arduino iot cloud mkr wifi mkr shield modbus compatible,0.055,0.703,0.242,0.9999
122,RT @DigiEconomist: My latest research shows that Ethereum’s merge reduced the network’s energy consumption by at least 99.84%! It's time fo…,rt digieconomist late research show ethereum merge reduce network energy consumption time fo,0.055,0.704,0.242,0.9999
123,"14% by which total global energy consumption has increased over the last decade. 

11% by which total global population increased during that same period. 

6% by which total global carbon emissions from energy use increased over the decade.

https://t.co/bYj4mXO4ge",total global energy consumption increase decade total global population increase period total global carbon emission energy use increase decade,0.054,0.702,0.244,0.9999
124,"Prometheus Bound, or Where’s My Flying Car? Sometime in the 1970s, energy consumption falls off the Henry Adams curve of exponential growth. Diminishing returns? Eco-consciousness? Failure of nerve? World of today is not 1950/60s world of tomorrow. https://t.co/1ezeReycmf https://t.co/su41LbHsKo",prometheus bind s fly car s energy consumption fall henry adams curve exponential growth diminish return eco consciousness failure nerve world today s world tomorrow,0.055,0.702,0.243,0.9999
125,New US bill demands Bitcoin miners declare energy consumption https://t.co/VmUSSf9rwJ,new bill demand bitcoin miner declare energy consumption,0.055,0.702,0.243,0.9999
126,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.055,0.703,0.242,0.9999
127,https://t.co/jVpPjVKIS2 #renewableenergy #energy #energyproduction #America #China #electricity #windenergy #solarenergy #hydroenergy #renewables #renewablepower #Russia #Germany #Africa #India #Canada #Brazil #Europe #Asia #Oceania #SouthAmerica #Latam #Japan #Turkey #Norway https://t.co/AmLiALUWSM,renewableenergy energy energyproduction america china electricity windenergy solarenergy hydroenergy renewables renewablepower russia germany africa india canada brazil europe asia oceania southamerica latam japan turkey norway,0.054,0.705,0.241,0.9999
128,How does AI energy consumption compare to crypto/NFTs?,ai energy consumption compare crypto nft,0.054,0.705,0.241,0.9999
129,"RT @garquake: India's fuel consumption, a proxy for oil demand, rose 10.2% year-on-year in November to 18.84 million tonnes, data from the…",rt garquake indias fuel consumption proxy oil demand rise year year november million tonne datum,0.054,0.706,0.239,0.9999
130,"@skdh @JohnWFarrell In that energy that does not avoid consumption is broken down into hyperbolic states. That just dissipate into the fields that make up dark energy, which is probably not visible on the light spectrum and just made out of a shit ton of black holes😂. To be quite honest.",skdh johnwfarrell energy avoid consumption break hyperbolic state dissipate field dark energy probably visible light spectrum shit ton black hole honest,0.056,0.704,0.239,0.9999
131,@skdh @JohnWFarrell This is the best explanation for both gravity and dark energy in that everything in the universe is evolving to conserve angular momentum. Why is this? Well looking at everything in the known universe we can say with high certainty that it is to avoid consumption.,skdh johnwfarrell good explanation gravity dark energy universe evolve conserve angular momentum look know universe high certainty avoid consumption,0.057,0.703,0.24,0.9999
132,"The process of Bitcoin mining is very secure, but it demands enormous computing power and energy consumption as users essentially “burn money” to solve the computational puzzle that earns them more Bitcoin.
https://t.co/MtP4kjnsCZ

#PiNetwork
#PiPayment",process bitcoin mining secure demand enormous computing power energy consumption user essentially burn money solve computational puzzle earn bitcoin pinetwork pipayment,0.057,0.703,0.24,0.9999
133,"Theory of rotating #Windturbine Number 439 🔼🌪️
[ Resource Depletion ]
A W🌏rlds requires 23,900 TWh of consumption. A #SynchronousTurbine is created to use less #ResourceDepletion. Where as only one per Country, or ultimately one per planet is required for total @ENERGY output⚡️ https://t.co/HLf1nAHUUV",theory rotate windturbine number resource depletion wrld require twh consumption synchronousturbine create use resourcedepletion country ultimately planet require total energy output,0.056,0.704,0.24,0.9999
134,"RT @axios: The International Energy Agency is projecting a ""noticeable peak in overall fossil fuel consumption within this decade"" under na…",rt axios international energy agency project noticeable peak overall fossil fuel consumption decade na,0.056,0.705,0.239,0.9999
